Index,0 [STRING] [0x0]
0,""
10000,"翻訳不要"
10001,"翻訳不要"
10002,"翻訳不要"
10003,"翻訳不要"
10004,"翻訳不要"
10005,"翻訳不要"
10006,"翻訳不要"
11000,"最终幻想 XIV ONLINE 更新版本失败了。"
11001,"最终幻想 XIV ONLINE 版本检查失败了。"
11002,"最终幻想 XIV ONLINE 读取更新版本文件时失败。"
11003,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11004,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11005,"最终幻想 XIV ONLINE 更新版本所必要的文件不存在。"
11006,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11007,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11008,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11009,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11010,"最终幻想 XIV ONLINE 更新版本所必要的文件不存在。"
11011,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11012,"最终幻想 XIV ONLINE 版本检查发生了问题。"
11013,"不对应我的文档所在硬盘分区的FAT32文件系统。<br>请更换到其他格式化为NTFS文件系统的硬盘分区后再试。"
11014,"版本检查失败。"
11015,"下载更新文件失败。"
11016,"无法打开指定端口作为UPnP的端口映射。"
11017,"无法新建下载更新文件的目标文件夹。"
11018,"检查版本中文件访问失败。"
11019,"下载中文件访问失败。"
11020,"更新中文件访问失败。"
11021,"无法访问版本检查服务器。请确认DNS服务器设定。"
11022,"一些文件更新时失败。安装文件有损坏。"
11023,"无法访问版本检查服务器。"
11024,"版本检查超时。<br>请稍候再试。"
11025,"版本检查服务器忙碌中。<br>请稍候再试。"
11026,"最终幻想 XIV ONLINE Beta Version服务已结束。"
11027,"最终幻想 XIV ONLINE 服务已结束。"
11028,"无法更新版本。<br>请重新安装最新的最终幻想 XIV ONLINE 安装文件。"
11029,"无法访问下载服务器。<br>请重新起动最终幻想 XIV ONLINE。"
11030,"下载更新文件超时。<br>请重新起动最终幻想 XIV ONLINE。"
11031,"下载更新文件所需空间不足。<br><value>盘中应有<value> <switch:Byte/KB/MB/GB>以上的空间。"
11032,"下载更新文件所需空间不足。<br>硬盘中应有<value> <switch:Byte/KB/MB/GB>以上的空间。"
11033,"下载更新文件所需空间不足。<br>硬盘中应有<value> <switch:Byte/KB/MB/GB>以上的空间。"
11034,"最终幻想 XIV ONLINE Updater启动失败。<br>有可能是用户账号管理(UAC)设定为有效并取消了输入管理员权限密码，或是自动超时了。要重新启动吗？"
11035,"最终幻想 XIV ONLINE Updater启动失败。"
11036,"空间不足。"
11037,"之前的版本更新未完成。<br>为完成更新请重新启动Windows。"
11038,"已发布新版本。<br>请重新启动最终幻想 XIV ONLINE 并更新版本。"
11039,"版本检查失败。"
12000,"史克威尔艾尼克斯账号的认证发生了错误。"
12001,"没有找到认证史克威尔艾尼克斯账号所需要的文件。<value>"
12002,"请至实名认证补全页面补填信息，并再次登陆。"
13000,""
13001,"连接大厅服务器发生了错误。"
13002,"服务器繁忙。请稍后再登录。"
13003,"正在退出角色，请稍候再登录。"
13004,"无法使用指定的角色名。请尝试使用其他名字。"
13005,""
13006,"大厅服务器发生了错误。"
13007,""
13008,""
13009,""
13010,""
13011,""
13100,"帐号认证发生了错误。<br>《最终幻想14》即将关闭。"
13101,"版本过旧需要更新补丁。请重新启动《最终幻想14》。"
13102,"当前的游戏环境不能使用该帐号。在网吧以外的地点进行游戏，需要专门的契约。请回到登录画面，在史克威尔·艾尼克斯账号管理系统进行相关操作。"
13103,"当前的游戏环境不能使用该帐号。在多个平台进行游戏，需要在各个平台签约专门的契约。请回到登录画面，在史克威尔·艾尼克斯账号管理系统进行各种操作。"
13104,"无法开始游戏，剩余游戏时间不足。"
13200,"服务器正在维护，请稍后再登录。"
13201,"无法获取服务器信息，请稍后再登录。"
13202,"当前服务器目前无法创建新角色。"
13203,"当前帐号所签订的契约无法创建更多角色。"
13204,"当前帐号所签订的契约无法在该服务器创建更多角色。"
13205,"当前服务器现在由于人数到达上限已限制登录。请稍后再试。"
13206,"当前服务器繁忙，需要排队处理登录信息，请耐心等待。<br>（当前排队人数：<value>人）"
13207,"该账号正在游戏中，请稍后再试。<br>如有不明之处，请联系客服。"
13208,"临时输入的角色姓名已经过期，请重新输入角色的姓名。"
13209,"当前帐号没有处于签约状态，无法进行《最终幻想14 重生之境》游戏。<br>请到《最终幻想14莫古工作站》版里各种手续。<br>※拥有预约特典“早期登录”的玩家也需要在2013年8月30日之后办理相应手续。<br><br>请输入由《最终幻想14莫古工作站》购买的游戏附赠的激活码。<br>莫古工作站地址：<br>http://sqex.to/Msp"
13210,"当前帐号没有处于签约状态，无法进行《最终幻想14 重生之境》游戏。<br>想要体验PlayStation®3版《最终幻想14 重生之境》的朋友请到PlayStation®Store里购入数字版游戏或输入激活码。<br>※拥有预约特典“早期登录”的玩家也需要在2013年8月30日之后办理相应手续。<br><br>想要办理契约手续的朋友请先退出游戏，之后在XMB™界面下打开网页浏览器，并进入《最终幻想14莫古工作站》办理相关手续。<br>莫古工作站地址：<br>http://sqex.to/Msp"
13211,"当前帐号正处于转移服务器处理中，一段时间内无法登录。<br>※转移服务器可能需要几分钟到几小时的时间，请耐心等待。"
13212,"已经到达一天内所能创建的角色数量上限。"
13213,"お使いのサービスアカウントは、サービス契約状態が「契約なし」のため、「ファイナルファンタジーXIV: 新生エオルゼア」をプレイすることができません。<br>有効なサービスアカウントでPlayStation®4版「ファイナルファンタジーXIV: 新生エオルゼア」をプレイしたい方は、“PSN”でダウンロード版を購入するか、プロダクトコードを入力してください。<br>サービス契約手続きを行う場合は、ゲームを終了して、インターネットブラウザーから「ファイナルファンタジーXIV: モグステーション」にアクセスして、サービスコース契約手続きを行ってください。<br>ファイナルファンタジーXIV: モグステーションURL：<br>http://sqex.to/Msp"
14000,"发生了系统错误。"
14001,"发生了系统错误。"
15000,"发生了系统错误。"
15001,"发生了系统错误。"
15002,"发生了系统错误。"
16000,"失去了与服务器的连接。"
16001,"没有找到系统存档，无法继续游戏。请按下PS键结束游戏。"
16002,""
