Index,0 [STRING] [0x0]
0,"on"
1,"开启"
2,"off"
3,"关闭"
4,"add"
5,"邀请"
6,"leave"
7,"退出"
8,"kick"
9,"移除"
10,"leader"
11,"队长"
12,"breakup"
13,"解散"
14,"remove"
15,"delete"
16,"accept"
17,"接受"
18,"deny"
19,"拒绝"
20,"text"
21,"text"
22,"motion"
23,"动作"
24,"both"
25,"both"
26,"main"
27,"主手"
28,"sub"
29,"副手"
30,"throwing"
31,"投掷武器"
32,"pack"
33,"Pack"
34,"pouch"
35,"Pouch"
36,"head"
37,"头部"
38,"shirt"
39,"内衣"
40,"body"
41,"身体"
42,"garment"
43,"内裤"
44,"legs"
45,"腿部"
46,"hands"
47,"手臂"
48,"feet"
49,"脚部"
50,"waist"
51,"腰带"
52,"neck"
53,"颈部"
54,"R.ear"
55,"右耳"
56,"L.ear"
57,"左耳"
58,"R.wrist"
59,"右腕"
60,"L.wrist"
61,"左腕"
62,"R.index"
63,"右食指"
64,"L.index"
65,"左食指"
66,"R.ring"
67,"右无名指"
68,"L.ring"
69,"左无名指"
70,"all"
71,"全部"
72,"reset"
73,"重置"
74,"a"
75,"a"
76,"b"
77,"b"
78,"c"
79,"c"
80,"attack"
81,"攻击"
82,"attack1"
83,"攻击1"
84,"attack2"
85,"攻击2"
86,"attack3"
87,"攻击3"
88,"attack4"
89,"攻击4"
90,"attack5"
91,"攻击5"
92,"bind"
93,"止步"
94,"bind1"
95,"止步1"
96,"bind2"
97,"止步2"
98,"bind3"
99,"止步3"
100,"stop"
101,"禁止"
102,"stop1"
103,"禁止1"
104,"stop2"
105,"禁止2"
106,"square"
107,"方块"
108,"circle"
109,"圆圈"
110,"cross"
111,"叉"
112,"triangle"
113,"三角"
114,"save"
115,"save"
116,"load"
117,"load"
118,"copy"
119,"copy"
120,"paste"
121,"paste"
122,"equip"
123,"eq"
124,"change"
125,"chg"
126,"status"
127,"stat"
128,"create"
129,"make"
130,"set"
131,"set"
132,"view"
133,"view"
134,"LDL"
135,"LD1"
136,"LDU"
137,"LD2"
138,"LDR"
139,"LD3"
140,"LDD"
141,"LD4"
142,"LAL"
143,"LA1"
144,"LAU"
145,"LA2"
146,"LAR"
147,"LA3"
148,"LAD"
149,"LA4"
150,"RDL"
151,"RD1"
152,"RDU"
153,"RD2"
154,"RDR"
155,"RD3"
156,"RDD"
157,"RD4"
158,"RAL"
159,"RA1"
160,"RAU"
161,"RA2"
162,"RAR"
163,"RA3"
164,"RAD"
165,"RA4"
166,"share"
167,"share"
168,"display"
169,"show"
170,"ex"
171,"ex"
172,"time"
173,"time"
174,"call"
175,"ring"
176,"name"
177,"names"
178,"fontsize"
179,"font"
180,"local"
181,"l"
182,"server"
183,"s"
184,"self"
185,"me"
186,"party"
187,"pt"
188,"other"
189,"oth"
190,"full"
191,"high"
192,"simple"
193,"middle"
194,"firstname"
195,"first"
196,"familyname"
197,"family"
198,"lookingforparty"
199,"希望组队"
200,"leader"
201,"队长"
202,"lookingformeld"
203,"接受镶嵌魔晶石请求"
204,"away"
205,"离开"
206,"battle"
207,"战斗中"
208,"event"
209,"剧情中"
210,"busy"
211,"忙碌"
212,"world"
213,"world"
214,"Limsa Lominsa"
215,"利姆萨·罗敏萨"
216,"La Noscea"
217,"拉诺西亚"
